Geneid	gene_name	control_R1	control_R2	control_R3	sox8_oe_R1	sox8_oe_R2	sox8_oe_R3
ENSGALG00000027323	MYH1D	0	0	1	0	1	0
ENSGALG00000042257	MYH1F	0	0	0	0	0	1
ENSGALG00000037864	MYH1A	0	0	13	0	1	0
ENSGALG00000039977	MYH1B	0	0	22	1	0	0
ENSGALG00000029606	MYH1E	0	0	0	0	0	0
ENSGALG00000032404	MYH1C	0	0	0	0	6	4
ENSGALG00000028612	NA	0	23	9	0	59	11
ENSGALG00000051816	NA	0	8	6	2	0	1
ENSGALG00000030475	SCO1	1832	2441	1869	2541	1003	1072
ENSGALG00000041763	ADPRM	36	46	36	34	54	72
ENSGALG00000033996	TMEM220	200	321	276	241	165	164
ENSGALG00000032178	MAP2K4	808	1201	1164	1128	1453	1190
ENSGALG00000025323	gga-mir-1748	9	7	8	2	3	0
ENSGALG00000001021	MYOCD	6	8	26	32	31	27
ENSGALG00000001036	ELAC2	4746	6208	5475	5713	3260	2642
ENSGALG00000048369	NA	0	0	0	3	2	0
ENSGALG00000049799	NA	0	1	2	0	41	14
ENSGALG00000054129	NA	0	0	0	0	0	0
ENSGALG00000052859	NA	5	0	4	0	7	15
ENSGALG00000001111	NA	1	2	14	0	15	38
ENSGALG00000048396	NA	23	20	1	10	0	0
ENSGALG00000054733	NA	2	21	4	7	13	22
ENSGALG00000034516	SHISA6	0	0	0	0	0	0
ENSGALG00000052191	gga-mir-12231	0	0	0	0	0	0
ENSGALG00000054919	PIRT	1	0	0	0	0	3
ENSGALG00000039312	NA	0	2	0	9	0	0
ENSGALG00000001156	NA	0	0	0	0	0	0
ENSGALG00000001163	NDEL1	489	1092	697	1229	671	604
ENSGALG00000001183	MYH10	45966	41751	54012	46845	30463	29930
ENSGALG00000053097	NA	1	0	0	1	12	5
ENSGALG00000030259	NA	15	56	34	18	46	0
ENSGALG00000042351	PIK3R6	58	73	21	0	47	0
ENSGALG00000026167	PIK3R5	316	567	343	245	143	231
ENSGALG00000023626	NTN1	17	56	29	11	32	19
ENSGALG00000001238	STX8	2653	4228	2515	3575	2333	2538
ENSGALG00000001244	NA	62	50	3	93	36	34
ENSGALG00000037812	USP43	85	203	206	161	702	571
ENSGALG00000001311	ARHGAP44	2	6	16	20	92	86
ENSGALG00000044567	NA	0	10	2	19	1	2
ENSGALG00000001335	FAM18B1	12110	12976	13707	14086	2556	3458
ENSGALG00000048243	NA	21	2	7	10	13	18
ENSGALG00000001348	TEKT3	0	0	0	0	2	0
ENSGALG00000031425	PMP22	315	403	277	872	1062	771
ENSGALG00000050140	NA	0	2	0	1	1	0
ENSGALG00000053038	NA	0	0	1	0	0	0
ENSGALG00000048433	NA	1	0	3	2	0	1
ENSGALG00000050837	NA	0	0	0	0	0	0
ENSGALG00000054626	NA	1	0	0	0	0	0
ENSGALG00000048088	NA	4	0	1	0	4	0
ENSGALG00000031058	NA	69	156	73	61	216	137
ENSGALG00000001375	COX10	2162	2014	1775	2127	882	990
ENSGALG00000036514	NA	0	0	21	16	0	0
ENSGALG00000001371	HS3ST3A1	19	31	42	37	84	43
ENSGALG00000049050	NA	0	0	0	8	48	78
ENSGALG00000050670	NA	9	6	0	6	54	16
ENSGALG00000050557	NA	0	0	1	0	2	1
ENSGALG00000028354	METRNL	514	1251	805	1595	2578	2270
ENSGALG00000001433	B3GNTL1	449	486	457	483	296	325
ENSGALG00000001503	TBCD	4650	5550	5213	4422	1368	1851
ENSGALG00000001518	ZNF750	0	16	64	48	42	26
ENSGALG00000001531	FN3K	105	86	104	74	221	173
ENSGALG00000028979	FN3KRP	3720	2907	3493	3185	463	396
ENSGALG00000001545	RAB40B	38	7	27	1	45	16
ENSGALG00000001563	WDR45B	2950	3278	2720	3641	1124	1376
ENSGALG00000001577	FOXK2	406	638	517	626	923	1012
ENSGALG00000049195	NA	930	827	1023	644	1222	1387
ENSGALG00000017910	RF00026	0	4	3	2	3	3
ENSGALG00000001603	NARF	1118	1141	1195	1168	397	510
ENSGALG00000001607	CYBC1	1155	1186	1093	1769	417	404
ENSGALG00000039839	HEXD	1650	1574	1352	2396	1052	1167
ENSGALG00000001618	OGFOD3	179	166	149	211	43	83
ENSGALG00000023581	UTS2R5	40	123	51	97	150	39
ENSGALG00000048512	NA	2	2	3	10	33	0
ENSGALG00000001626	NA	59	24	100	0	1	16
ENSGALG00000049024	CD7	70	28	0	0	0	14
ENSGALG00000054039	NA	0	5	2	2	23	13
ENSGALG00000040244	SEPT9	1183	2159	1421	1318	4184	2223
ENSGALG00000047868	NA	16	1	0	0	0	2
ENSGALG00000001725	TNRC6C	879	1543	840	888	2586	2497
ENSGALG00000021552	RASL10A	0	3	16	18	3	2
ENSGALG00000001684	SEC14L1	4508	5557	4340	5064	3211	2629
ENSGALG00000050116	NA	9	10	10	6	93	42
ENSGALG00000043674	gga-mir-6516	0	0	0	0	0	0
ENSGALG00000025590	RF00424	0	3	0	0	2	0
ENSGALG00000001740	MGAT5B	7	7	1	6	2	6
ENSGALG00000001777	MFSD11	1754	1353	1558	1874	579	828
ENSGALG00000017357	SRSF2	9495	16112	11822	14383	7972	7499
ENSGALG00000001790	METTL23	1005	1084	1109	1256	644	844
ENSGALG00000001802	JMJD6	1211	1815	1593	1636	1044	1078
ENSGALG00000001805	NA	49	118	149	64	144	83
ENSGALG00000001862	ST6GALNAC1	10	40	14	0	7	49
ENSGALG00000001883	ST6GALNAC2	558	1221	839	1584	1611	1360
ENSGALG00000041778	NA	1298	2258	1743	1540	2592	2280
ENSGALG00000047788	RF00213	15	9	16	40	37	46
ENSGALG00000052148	NA	1	21	8	6	28	45
ENSGALG00000052902	RF00213	4	16	2	11	26	16
ENSGALG00000001892	CYGB	13	55	9	32	40	0
ENSGALG00000001943	RHBDF2	59	286	69	155	76	175
ENSGALG00000001955	AANAT	71	127	83	124	68	88
ENSGALG00000001971	UBE2O	83	224	188	83	760	509
ENSGALG00000023541	SPHK1	8	108	57	66	255	176
ENSGALG00000021539	PRPSAP1	2928	4064	2845	3798	1857	1596
ENSGALG00000050965	NA	0	0	6	0	35	1
ENSGALG00000040877	UBALD2	0	0	1	0	4	1
ENSGALG00000002008	RNF157	1	39	30	3	2	9
ENSGALG00000041025	FOXJ1	13	121	85	118	41	23
ENSGALG00000002050	EXOC7	8766	11325	8969	10154	5339	5509
ENSGALG00000002088	GALR2	29	36	1	13	58	30
ENSGALG00000002062	SRP68	8702	7962	8097	8339	2371	3492
ENSGALG00000002108	EVPL	51	219	88	274	500	520
ENSGALG00000008462	CDK3	0	0	1	10	0	17
ENSGALG00000002116	TEN1	1651	1716	1867	1857	294	447
ENSGALG00000002159	ACOX1	915	1153	930	1797	658	513
ENSGALG00000002179	FBF1	472	1322	497	833	2832	2635
ENSGALG00000002194	MRPL38	6560	9966	6264	7184	1580	2193
ENSGALG00000028301	NA	32	35	15	4	38	29
ENSGALG00000002219	WBP2	2163	2064	2964	2540	309	532
ENSGALG00000002234	UNC13D	7	0	34	6	63	63
ENSGALG00000002278	UNK	217	336	233	264	525	565
ENSGALG00000002286	H3F3B	131928	186230	156788	183396	40119	67455
ENSGALG00000046444	NA	90	88	33	27	19	34
ENSGALG00000002311	GALK1	688	2023	1148	1704	833	1000
ENSGALG00000002389	NA	24	33	3	68	132	23
ENSGALG00000002415	SAP30BP	2632	3535	3076	3105	1387	1412
ENSGALG00000002424	RECQL5	729	1179	772	940	618	769
ENSGALG00000002427	SMIM5	971	1028	968	3362	1136	1008
ENSGALG00000038574	NA	6	14	19	30	34	8
ENSGALG00000002719	CSNK1D	4080	4740	5497	4551	2731	2966
ENSGALG00000002728	SLC16A3	8213	7403	8984	7180	1862	1645
ENSGALG00000035675	NA	272	406	264	193	116	180
ENSGALG00000040896	FASN	6293	6951	6765	5512	6796	5948
ENSGALG00000034115	DUS1L	2209	3165	2310	3167	1566	1712
ENSGALG00000002827	GPS1	14741	12228	14434	12784	1654	2792
ENSGALG00000002841	RFNG	279	548	501	714	1302	827
ENSGALG00000002849	DCXR	2377	4466	2822	4325	3124	3202
ENSGALG00000040606	RAC3	3551	5677	3960	5603	1368	1412
ENSGALG00000002877	LRRC45	521	699	432	913	679	795
ENSGALG00000043607	CENPX	4497	6774	4810	6892	2554	2666
ENSGALG00000039172	ASPSCR1	1448	1593	1100	1560	1193	770
ENSGALG00000028121	gga-mir-6599	0	0	0	0	0	0
ENSGALG00000002900	NOTUM	177	224	238	366	385	345
ENSGALG00000029882	MYADML2	16	78	51	115	3	30
ENSGALG00000002932	NME2	39198	69060	42968	50563	59414	40840
ENSGALG00000002954	MBTD1	3056	4253	2930	2887	3742	4148
ENSGALG00000002985	UTP18	5409	6938	6152	5680	3646	3471
ENSGALG00000002993	CA10	250	680	669	971	594	634
ENSGALG00000051523	gga-mir-12232	0	0	0	0	0	1
ENSGALG00000051709	NA	16	5	8	0	0	0
ENSGALG00000050762	NA	0	0	0	0	0	0
ENSGALG00000048193	NA	0	0	2	0	1	0
ENSGALG00000003011	TOM1L1	73	154	174	140	41	47
ENSGALG00000027190	COX11	594	1310	814	853	959	961
ENSGALG00000003033	STXBP4	785	1026	1024	1171	309	655
ENSGALG00000025478	gga-mir-1765	0	1	1	0	0	0
ENSGALG00000038873	NA	19	24	38	12	67	62
ENSGALG00000003059	HLF	1006	1917	1401	1067	1219	939
ENSGALG00000003078	MMD	2291	4396	3529	8525	5596	5482
ENSGALG00000026465	TMEM100	504	716	627	1311	512	640
ENSGALG00000003099	PCTP	513	436	643	704	52	159
ENSGALG00000003105	ANKFN1	215	147	383	2	89	69
ENSGALG00000003114	NOG	76	182	134	149	247	81
ENSGALG00000024428	C18H17ORF67	35	0	11	0	0	0
ENSGALG00000003131	DGKE	209	231	187	240	214	170
ENSGALG00000003144	TRIM25	100	215	259	292	449	184
ENSGALG00000049473	NA	397	1001	605	1081	816	925
ENSGALG00000003185	SCPEP1	1730	2498	1994	2396	902	898
ENSGALG00000003227	RAB11FIP4	1319	2299	1823	1801	2676	2661
ENSGALG00000025552	gga-mir-1561	0	0	1	0	2	2
ENSGALG00000040912	gga-mir-193a	0	0	0	0	0	0
ENSGALG00000021737	gga-mir-365-2	0	3	0	0	0	3
ENSGALG00000053746	NA	0	0	0	4	14	0
ENSGALG00000047593	NA	56	18	19	26	0	17
ENSGALG00000003260	UTP6	10976	10746	11602	10553	4016	4619
ENSGALG00000051036	NA	95	139	105	87	189	175
ENSGALG00000003284	CRLF3	2405	3950	2530	3646	2304	2335
ENSGALG00000003294	ATAD5	862	1247	1256	954	2405	1702
ENSGALG00000003319	ADAP2	106	52	104	65	53	47
ENSGALG00000003397	RHOT1	4369	4572	4868	6494	2192	1755
ENSGALG00000003426	RHBDL3	51	33	45	8	1	10
ENSGALG00000003434	C17orf75	357	387	312	582	510	352
ENSGALG00000003454	ZNF207	28726	32877	32448	32685	12030	12981
ENSGALG00000003476	ERN1	926	830	762	1103	699	1052
ENSGALG00000042640	RF00407	0	0	0	0	0	0
ENSGALG00000038542	RF00598	0	0	0	0	0	0
ENSGALG00000003496	TEX2	187	139	163	297	238	220
ENSGALG00000046125	PECAM1	558	510	953	347	2135	1929
ENSGALG00000046212	NA	84	97	171	74	232	345
ENSGALG00000003520	POLG2	431	437	404	670	365	578
ENSGALG00000003532	DDX5	39071	46484	41769	44534	15407	15181
ENSGALG00000027517	gga-mir-3064	48	41	63	26	64	94
ENSGALG00000003540	CEP95	2262	1992	1970	1948	1212	1288
ENSGALG00000003566	SMURF2	470	490	392	598	393	267
ENSGALG00000003584	KPNA2	57966	46818	55743	51929	13515	13309
ENSGALG00000003590	NA	40	39	35	13	7	21
ENSGALG00000050405	NA	1190	1069	1409	1161	1320	1372
ENSGALG00000047203	NA	1261	1575	1326	1168	4557	3538
ENSGALG00000038222	NA	953	1494	1064	1287	2570	2850
ENSGALG00000003650	NOL11	8804	7514	9759	8101	1889	2048
ENSGALG00000051534	NA	277	337	468	201	559	424
ENSGALG00000026816	NA	327	649	581	354	243	294
ENSGALG00000036788	NA	23	0	27	9	3	15
ENSGALG00000026225	PSMD12	8689	12868	10166	9688	7092	6804
ENSGALG00000027152	HELZ	2229	2363	2367	2738	2669	2606
ENSGALG00000027771	CACNG1	0	6	0	0	0	3
ENSGALG00000026091	CACNG4	357	445	293	241	96	123
ENSGALG00000003911	CACNG5	2891	3082	2627	1680	307	486
ENSGALG00000025950	PRKCA	61	58	50	76	443	203
ENSGALG00000033376	APOH	43	132	6	297	44	65
ENSGALG00000034989	CEP112	295	641	570	428	753	781
ENSGALG00000039200	AXIN2	101	162	169	119	496	224
ENSGALG00000029610	RGS9	85	218	131	54	124	225
ENSGALG00000029249	NA	77	150	165	213	177	167
ENSGALG00000036028	GNA13	1057	845	900	916	431	378
ENSGALG00000004193	ARSG	46	270	112	181	376	253
ENSGALG00000004162	SLC16A6	1041	1283	1159	903	130	128
ENSGALG00000004215	WIPI1	693	1417	759	970	972	996
ENSGALG00000004237	PRKAR1A	12864	17445	13057	17389	7210	7642
ENSGALG00000040655	FAM20A	0	92	19	8	129	126
ENSGALG00000021399	NA	0	8	3	1	78	67
ENSGALG00000021395	NA	13	2	13	9	6	42
ENSGALG00000004333	ABCA5	89	32	90	105	83	75
ENSGALG00000004370	MAP2K6	997	767	504	649	155	164
ENSGALG00000052445	NA	25	23	21	1	3	55
ENSGALG00000054794	NA	1	17	1	5	6	2
ENSGALG00000033297	NA	1	0	0	0	4	0
ENSGALG00000004373	KCNJ16	925	610	860	731	65	90
ENSGALG00000004376	KCNJ2	631	626	867	299	225	179
ENSGALG00000048760	NA	0	0	0	0	0	0
ENSGALG00000052186	NA	0	0	0	0	0	0
ENSGALG00000054518	NA	0	0	0	0	0	0
ENSGALG00000053297	NA	0	0	0	0	0	0
ENSGALG00000034157	NA	0	0	0	0	0	0
ENSGALG00000050237	NA	2	0	0	0	0	0
ENSGALG00000053745	NA	0	1	0	0	0	0
ENSGALG00000029865	NA	26	29	25	17	48	86
ENSGALG00000025179	NA	0	0	0	0	0	0
ENSGALG00000049132	NA	0	0	1	0	1	0
ENSGALG00000048988	NA	0	5	0	0	2	0
ENSGALG00000040705	NA	12	83	147	139	164	177
ENSGALG00000025157	gga-mir-1672	0	0	0	0	0	0
ENSGALG00000004386	SOX9	169	935	292	168	523	237
ENSGALG00000037717	NA	2417	3911	2753	10551	5250	5335
ENSGALG00000004413	SLC39A11	298	713	433	466	112	212
ENSGALG00000004418	SSTR2	0	24	19	0	8	42
ENSGALG00000041693	NA	1	180	144	95	133	108
ENSGALG00000029893	COG1	380	853	545	842	757	1026
ENSGALG00000026401	FAM104A	6235	6894	6391	7026	2686	3279
ENSGALG00000051171	NA	54	165	180	170	231	242
ENSGALG00000004441	NA	0	0	1	14	0	4
ENSGALG00000023364	CDC42EP4	619	1742	793	1308	1567	1366
ENSGALG00000031895	SDK2	43	282	188	212	735	459
ENSGALG00000001465	RPL38	13748	31701	16133	20045	27614	16358
ENSGALG00000026940	TTYH2	1575	3548	1923	4649	5779	4067
ENSGALG00000004495	NA	11	89	92	146	93	89
ENSGALG00000023359	BTBD17	196	557	249	171	85	130
ENSGALG00000022536	GPR142	125	187	68	175	158	196
ENSGALG00000021362	GPRC5C	481	939	434	808	733	734
ENSGALG00000004505	CCDC137	1293	4935	2127	2697	4435	3733
ENSGALG00000039263	OXLD1	294	478	167	399	141	223
ENSGALG00000004514	PDE6G	65	161	52	56	204	108
ENSGALG00000004525	TSPAN10	11	12	20	2	6	9
ENSGALG00000004583	NPLOC4	741	1208	805	1098	1136	1003
ENSGALG00000054746	NA	59	188	47	72	119	48
ENSGALG00000042215	FAAP100	24	97	85	152	446	143
ENSGALG00000023354	FSCN2	32	199	59	132	327	129
ENSGALG00000028749	ACTG1	35736	79597	42664	65107	36531	41302
ENSGALG00000040308	BAHCC1	22	57	49	11	501	290
ENSGALG00000038575	NA	31	60	28	51	120	59
ENSGALG00000054738	NA	386	564	402	396	550	324
ENSGALG00000006880	SLC38A10	226	268	271	454	571	320
ENSGALG00000036659	NDUFAF8	563	1415	763	954	1145	895
ENSGALG00000044464	TEPSIN	22	93	115	52	99	56
ENSGALG00000006895	CEP131	507	1942	642	960	6084	3430
ENSGALG00000006900	NA	0	0	17	3	42	42
ENSGALG00000006901	AATK	1	8	3	3	20	10
ENSGALG00000050898	gga-mir-338	0	0	0	0	0	0
ENSGALG00000042538	BAIAP2	89	321	133	145	570	384
ENSGALG00000028904	gga-mir-6551	0	0	2	0	0	0
ENSGALG00000026428	CHMP6	3293	5269	3617	4219	3941	3442
ENSGALG00000034210	RPTOR	303	792	294	372	661	472
ENSGALG00000017418	NA	21	29	10	25	1	0
ENSGALG00000006963	ENDOV	305	435	206	374	665	493
ENSGALG00000050206	NA	1	4	2	1	4	10
ENSGALG00000039269	NA	89	81	27	88	387	239
ENSGALG00000007018	SLC26A11	21	67	59	75	66	111
ENSGALG00000007027	SGSH	1884	3034	2523	2916	576	1287
ENSGALG00000038853	NA	25	10	16	24	83	133
ENSGALG00000007042	CCDC40	335	368	208	397	273	427
ENSGALG00000007054	TBC1D16	56	370	64	234	130	187
ENSGALG00000049856	NA	2	0	1	0	6	15
ENSGALG00000035911	CBX4	7	34	15	10	62	67
ENSGALG00000050692	CBX8	3	46	22	5	38	22
ENSGALG00000023338	CBX2	807	1158	646	717	905	946
ENSGALG00000025444	gga-mir-1652	0	0	0	0	0	0
ENSGALG00000013743	ENPP7	2	16	14	3	19	29
ENSGALG00000032889	RBFOX3	188	461	246	294	882	652
ENSGALG00000041768	gga-mir-7443	0	0	1	0	0	0
ENSGALG00000011816	ENGASE	87	198	114	124	434	309
ENSGALG00000011822	CANT1	184	630	310	510	641	404
ENSGALG00000027070	TIMP2	26	368	47	498	558	205
ENSGALG00000037018	NA	96	242	97	93	739	509
ENSGALG00000007093	CYTH1	148	472	268	358	424	261
ENSGALG00000047043	NA	628	659	622	770	589	630
ENSGALG00000007181	PGS1	1316	1740	1651	1966	146	166
ENSGALG00000027786	SOCS3	23	54	48	60	152	84
ENSGALG00000027822	NA	72	55	50	38	332	294
ENSGALG00000000109	AFMID	272	718	610	553	698	692
ENSGALG00000007191	TK1	15206	13286	13244	14314	2661	2862
ENSGALG00000027902	SYNGR2	182	485	175	359	1465	790
ENSGALG00000038875	TMC6	279	783	285	571	629	723
ENSGALG00000038671	NA	25	128	48	28	160	144
ENSGALG00000019795	NA	101	472	285	220	361	312
ENSGALG00000052581	ARL16	51	153	120	53	29	35
ENSGALG00000007224	HGS	642	2092	1103	1791	892	830
ENSGALG00000045753	MRPL12	591	1973	1079	1304	3569	2993
ENSGALG00000032336	SLC25A10	129	489	254	384	376	200
ENSGALG00000011219	GCGR	0	0	5	1	1	0
ENSGALG00000042814	MCRIP1	4309	8037	4895	6898	2673	2366
ENSGALG00000035913	PPP1R27	0	0	1	0	0	2
ENSGALG00000038290	P4HB	31132	48236	34367	49312	6397	9816
ENSGALG00000008443	ARHGDIA	27688	34349	28932	37704	3710	4708
ENSGALG00000007237	ALYREF	677	1370	1022	1164	2661	2027
ENSGALG00000049911	NA	116	543	181	307	446	293
ENSGALG00000044431	NPB	0	0	0	0	0	0
ENSGALG00000007251	PCYT2	320	590	548	1320	1092	1033
ENSGALG00000007286	SIRT7	88	118	29	78	121	34
ENSGALG00000031475	MAFG	8	110	46	15	37	33
ENSGALG00000007300	PYCR1	4782	8633	5880	5246	1740	1478
ENSGALG00000045137	NA	16	67	12	27	29	7
ENSGALG00000007305	NME1	423	328	490	642	131	272
ENSGALG00000034001	SPAG9	1886	2508	2192	2863	2333	3258
ENSGALG00000049406	NA	0	0	3	22	13	24
ENSGALG00000007364	TOB1	1007	923	963	1348	523	582
ENSGALG00000007367	WFIKKN2	15	0	42	187	65	93
ENSGALG00000051742	NA	0	0	1	9	0	12
ENSGALG00000026189	NA	77	43	65	68	86	46
ENSGALG00000007386	LUC7L3	8377	11789	10807	10515	13385	13152
ENSGALG00000007389	ANKRD40	178	508	181	237	390	468
ENSGALG00000007522	NA	382	530	440	272	826	846
ENSGALG00000007623	CACNA1G	461	534	354	433	603	597
ENSGALG00000025442	gga-mir-1637	0	0	0	0	2	0
ENSGALG00000006857	SPATA20	299	632	366	486	824	699
ENSGALG00000023279	EPN3	0	16	1	4	18	42
ENSGALG00000007661	MYCBPAP	30	89	41	86	214	134
ENSGALG00000019768	ACSF2	1099	1202	1108	1699	698	1011
ENSGALG00000019761	NA	0	2	4	9	3	1
ENSGALG00000007673	LRRC59	3596	4912	4032	4574	1760	1959
ENSGALG00000007676	EME1	815	871	818	803	446	492
ENSGALG00000038812	MRPL27	10501	15976	11448	12881	11349	9780
ENSGALG00000007702	XYLT2	43	141	70	32	246	87
ENSGALG00000007713	CD300LG	14	36	49	71	7	40
ENSGALG00000019755	NA	0	2	1	0	0	0
ENSGALG00000027789	RAB37	38	60	17	32	108	73
ENSGALG00000007650	SLC9A3R1	623	2146	926	1776	1094	1044
ENSGALG00000007723	NAT9	1216	2034	1374	1405	467	936
ENSGALG00000007747	TMEM104	338	334	391	363	401	377
ENSGALG00000027415	GRIN2C	0	2	0	1	1	1
ENSGALG00000035816	FDXR	898	1918	1227	1229	615	492
ENSGALG00000029445	NA	5	2	0	7	1	5
ENSGALG00000038769	USH1G	0	0	3	42	26	0
ENSGALG00000007791	OTOP2	8	0	0	6	1	0
ENSGALG00000028214	OTOP3	12	26	7	4	3	41
ENSGALG00000007808	HID1	100	371	282	318	84	172
ENSGALG00000025554	gga-mir-1580	0	0	0	0	0	0
ENSGALG00000026295	CDR2L	145	231	110	226	74	64
ENSGALG00000007822	MRPL58	5820	8571	6152	7066	5630	5851
ENSGALG00000026015	NA	10	3	21	43	52	11
ENSGALG00000007926	ATP5PD	15025	25648	16711	19490	14679	15558
ENSGALG00000007934	KCTD2	4431	6736	5122	6947	3682	3832
ENSGALG00000048555	NA	1	4	12	3	3	23
ENSGALG00000007955	SLC16A5	74	208	128	72	25	42
ENSGALG00000007965	JPT1	21307	28345	24528	28133	7986	8257
ENSGALG00000007961	ARMC7	1038	1299	1085	1245	614	728
ENSGALG00000007971	SUMO2	4351	7857	5656	6290	5568	3833
ENSGALG00000007974	NUP85	2056	2837	2225	1952	2559	2739
ENSGALG00000007992	GGA3	959	869	1402	1359	564	850
ENSGALG00000007999	MRPS7	5803	8275	5571	5836	2795	3166
ENSGALG00000026715	MIF4GD	1387	1818	1355	1704	409	630
ENSGALG00000008011	SLC25A19	4	62	66	46	3	5
ENSGALG00000008016	GRB2	427	723	554	897	541	467
ENSGALG00000008023	TMEM94	315	629	855	895	596	711
ENSGALG00000008034	CASKIN2	107	360	174	317	466	508
ENSGALG00000019736	MCHR1	0	0	0	0	1	0
ENSGALG00000047163	TSEN54	1700	2281	1936	3088	893	1341
ENSGALG00000008057	LLGL2	801	1474	1476	2246	597	1056
ENSGALG00000050158	NA	25	132	38	116	110	47
ENSGALG00000048729	NA	0	0	1	0	0	0
ENSGALG00000047525	NA	0	0	0	0	0	0
ENSGALG00000054310	NA	0	0	0	0	29	12
ENSGALG00000050484	NA	1	2	0	2	18	3
ENSGALG00000048413	NA	3	13	3	0	19	17
ENSGALG00000049838	NA	1	95	23	47	96	106
ENSGALG00000052276	NA	4	2	4	2	48	29
ENSGALG00000047339	NA	743	1899	1046	1361	1309	858
ENSGALG00000051337	NA	0	1	2	0	7	4
ENSGALG00000054869	RF00096	46	43	48	47	105	22
ENSGALG00000049618	NA	11	2	0	8	0	1
ENSGALG00000052797	NA	90	438	164	348	211	113
ENSGALG00000048232	NA	0	1	14	0	11	17
ENSGALG00000045962	NA	1	0	1	1	0	0
ENSGALG00000051686	NA	0	0	0	0	0	5
ENSGALG00000041514	NA	2010	2314	1995	2856	1644	1485
ENSGALG00000033920	NA	52	34	72	98	33	106
ENSGALG00000040771	NA	8	9	24	4	31	18
ENSGALG00000030561	NA	79	169	64	80	6	40
ENSGALG00000038145	DPP7	2311	4948	2764	4611	1304	1912
ENSGALG00000047814	NA	48	19	59	2	31	38
ENSGALG00000037375	MAN1B1	518	401	373	548	513	543
ENSGALG00000034948	UAP1L1	17	53	11	60	51	82
ENSGALG00000036220	NA	0	0	2	2	20	5
ENSGALG00000047102	SAPCD2	70	120	58	115	0	43
ENSGALG00000039696	ENTPD2	360	525	425	527	561	208
ENSGALG00000041390	TMEM141	1750	2860	1923	2785	2298	2309
ENSGALG00000050552	NA	127	313	223	349	376	242
ENSGALG00000038789	CLIC3	17	46	37	12	9	5
ENSGALG00000036894	ABCA2	141	870	405	425	1728	1186
ENSGALG00000034975	FUT7	0	0	0	0	1	0
ENSGALG00000031482	Pou5f3	430	812	659	834	949	775
ENSGALG00000031739	NA	0	0	2	0	1	8
ENSGALG00000043064	EXFABP	747	1114	763	526	701	502
ENSGALG00000032170	NA	0	0	1	3	0	0
ENSGALG00000030886	PTGDS	120	275	171	201	128	172
ENSGALG00000040644	C8G	116	222	88	98	125	94
ENSGALG00000030831	FBXW5	584	1836	934	1837	1723	1209
ENSGALG00000042838	TRAF2	108	154	120	104	99	86
ENSGALG00000038003	EDF1	13885	16337	15778	15696	5867	5690
ENSGALG00000052829	MAMDC4	4	2	23	3	14	10
ENSGALG00000039061	PHPT1	5947	10084	6714	7314	6511	5902
ENSGALG00000030913	NA	4	0	3	0	1	9
ENSGALG00000030263	RABL6	447	1094	591	818	2835	2004
ENSGALG00000030255	AMBP	31	44	18	0	0	0
ENSGALG00000027231	NRARP	64	378	169	275	727	520
ENSGALG00000052646	EXD3	104	370	350	786	573	724
ENSGALG00000040536	NA	28	0	1	0	4	7
ENSGALG00000008952	NOXA1	45	54	34	25	23	108
ENSGALG00000008932	ENTPD8	14	0	3	16	76	54
ENSGALG00000008936	NA	178	98	54	86	78	10
ENSGALG00000021274	NA	37	23	3	0	1	0
ENSGALG00000008920	NDOR1	2170	2756	2535	2769	1730	1929
ENSGALG00000008925	TMEM203	0	0	0	0	0	0
ENSGALG00000050051	RNF224	0	25	10	11	0	24
ENSGALG00000008911	RNF208	77	133	70	142	241	366
ENSGALG00000045901	NA	0	0	0	0	0	6
ENSGALG00000008898	GRIN1	15	0	0	2	21	0
ENSGALG00000045310	NA	0	12	3	0	0	1
ENSGALG00000008886	ZNF618	586	1181	738	951	1398	1067
ENSGALG00000035977	NA	21	0	16	8	53	93
ENSGALG00000050526	NA	0	0	1	0	0	0
ENSGALG00000053486	NA	0	0	0	0	0	0
ENSGALG00000008881	RGS3	214	553	265	458	401	445
ENSGALG00000054209	NA	183	303	269	259	147	230
ENSGALG00000008873	POLE3	11241	13774	12102	14989	6099	6300
ENSGALG00000008865	ALAD	645	1594	847	1139	2294	1623
ENSGALG00000008861	BSPRY	242	256	138	248	228	195
ENSGALG00000008859	WDR31	44	76	104	96	88	52
ENSGALG00000008857	PRPF4	3365	6577	4524	4761	2809	3031
ENSGALG00000053517	CDC26	1187	2526	1500	1891	2967	1968
ENSGALG00000008844	SLC31A1	5905	6017	5696	4924	1804	1786
ENSGALG00000008838	FKBP15	975	1706	1206	1262	1353	1541
ENSGALG00000008819	LRSAM1	706	997	690	670	635	579
ENSGALG00000008806	RPL12	8342	17393	10208	12372	47957	20518
ENSGALG00000025692	RF00302	23	59	56	9	138	84
ENSGALG00000017833	RF00302	33	22	39	19	78	35
ENSGALG00000037079	NA	215	371	197	329	166	200
ENSGALG00000008798	ZMYND19	10405	16233	11973	10780	6082	7272
ENSGALG00000035568	NA	67	57	49	71	27	42
ENSGALG00000008750	DPH7	2106	2673	2399	2285	411	648
ENSGALG00000051567	MRPL41	5361	8652	6255	5649	3050	3555
ENSGALG00000008736	PNPLA7	655	1503	848	1295	1004	1284
ENSGALG00000049090	NA	45	5	7	4	4	2
